,BikeID,DockID,Timestamp
435,20,517.0,1603455080.0
436,714,278.0,1603476565.0
437,2085,158.0,1603398112.0
438,1614,105.0,1603469950.0
439,876,84.0,1602989663.0
440,2513,637.0,1603028335.0
441,207,196.0,1602970450.0
442,249,517.0,1602967561.0
443,2857,638.0,1602104524.0
444,1981,368.0,1602157049.0
445,2235,156.0,1602169533.0
446,2462,548.0,1602848133.0
447,1416,90.0,1602868515.0
448,1537,65.0,1602790216.0
449,1018,357.0,1602872531.0
450,566,129.0,1603109523.0
451,2775,642.0,1603092786.0
452,2490,109.0,1603435568.0
453,597,432.0,1603394180.0
454,2152,27.0,1603449462.0
455,1953,199.0,1602252985.0
456,955,436.0,1602254758.0
457,296,136.0,1603543211.0
458,1625,677.0,1603559353.0
459,2549,442.0,1603543731.0
460,575,631.0,1603697486.0
461,283,195.0,1603733085.0
462,1681,174.0,1602221471.0
463,2342,151.0,1602249660.0
464,2817,102.0,1602252662.0
465,709,14.0,1602244377.0
466,665,377.0,1601826771.0
467,1951,639.0,1601804862.0
468,806,390.0,1601831444.0
469,2460,604.0,1602333621.0
470,2502,638.0,1602281651.0
471,2233,544.0,1602275914.0
472,1268,464.0,1602332786.0
473,2589,193.0,1602312882.0
474,960,604.0,1602289675.0
475,151,399.0,1602784015.0
476,1845,83.0,1602778921.0
477,1256,25.0,1602764913.0
478,1062,136.0,1602758285.0
479,1255,186.0,1602771766.0
480,578,97.0,1602779952.0
481,1723,496.0,1602788195.0
482,151,364.0,1603383196.0
483,2817,180.0,1603365562.0
484,2489,81.0,1602086467.0
485,853,355.0,1602073068.0
486,1278,28.0,1602078342.0
487,710,249.0,1602075052.0
488,316,26.0,1601760789.0
489,1649,642.0,1601831405.0
490,2257,568.0,1601834388.0
491,850,136.0,1601763292.0
492,2493,75.0,1601835628.0
493,2020,33.0,1601810424.0
494,2896,129.0,1601817923.0
495,46,64.0,1601815770.0
496,1804,498.0,1601821322.0
497,536,653.0,1601805270.0
498,774,195.0,1601830467.0
499,912,201.0,1602159936.0
500,307,170.0,1602152622.0
501,65,102.0,1602165604.0
502,9,424.0,1602178595.0
503,742,189.0,1602098886.0
504,1990,366.0,1602100642.0
505,1652,75.0,1602919431.0
506,2471,62.0,1602923451.0
507,477,626.0,1602485305.0
508,2482,178.0,1602458045.0
509,2206,322.0,1602520432.0
510,484,638.0,1602274149.0
511,1682,163.0,1602333180.0
512,2234,272.0,1602334178.0
513,250,251.0,1601996469.0
514,1747,137.0,1602351746.0
515,2399,65.0,1602350414.0
516,934,105.0,1602285857.0
517,1357,268.0,1602281495.0
518,2283,15.0,1602174787.0
519,2721,291.0,1602145137.0
520,1639,340.0,1602158026.0
521,2467,491.0,1602099958.0
522,407,109.0,1602140867.0
523,856,340.0,1602313794.0
524,177,529.0,1602345386.0
525,1889,76.0,1603733698.0
526,2017,277.0,1603725087.0
527,200,91.0,1603725831.0
528,157,15.0,1603740768.0
529,2976,90.0,1603461542.0
530,1886,308.0,1603472687.0
531,2735,426.0,1603472400.0
532,2014,145.0,1603449916.0
533,2126,20.0,1603702297.0
534,2352,588.0,1603731937.0
535,1379,400.0,1602857602.0
536,2188,58.0,1601525987.0
537,415,526.0,1601547453.0
538,2353,52.0,1601564271.0
539,1848,158.0,1601540593.0
540,298,78.0,1601577685.0
541,1481,355.0,1601563759.0
542,1287,516.0,1601547420.0
543,2786,218.0,1601572497.0
544,1822,341.0,1601624063.0
545,2687,355.0,1601661846.0
546,907,630.0,1601652677.0
547,2614,27.0,1601656412.0
548,508,548.0,1601625577.0
549,537,195.0,1601623052.0
550,2042,189.0,1601640618.0
551,2434,266.0,1601629581.0
552,407,99.0,1602321559.0
553,2988,16.0,1602340274.0
554,1006,189.0,1602328331.0
555,480,356.0,1602277296.0
556,534,315.0,1602344261.0
557,1833,108.0,1603895801.0
558,2352,189.0,1603884834.0
559,2606,16.0,1602253181.0
560,2983,202.0,1601643299.0
561,1074,7.0,1601647930.0
562,2445,634.0,1601660806.0
563,254,114.0,1601581948.0
564,859,126.0,1601588868.0
565,1007,115.0,1601617149.0
566,1386,136.0,1601640902.0
567,2742,95.0,1601657284.0
568,1295,191.0,1601658564.0
569,2026,4.0,1601638226.0
570,2393,128.0,1602338580.0
571,1239,25.0,1601823984.0
572,1343,58.0,1601800335.0
573,2100,642.0,1601804982.0
574,594,680.0,1601809609.0
575,972,189.0,1601824513.0
576,2179,105.0,1601810877.0
577,596,355.0,1603473262.0
578,1811,84.0,1603464806.0
579,366,97.0,1603450191.0
580,1231,290.0,1603465757.0
581,311,80.0,1603623348.0
582,3000,61.0,1602611314.0
583,908,379.0,1602575371.0
584,2239,390.0,1602593987.0
585,1254,588.0,1602605010.0
586,1312,629.0,1603890583.0
587,2119,566.0,1603904712.0
588,1700,267.0,1603453409.0
589,422,527.0,1601652119.0
590,762,95.0,1602262761.0
591,2173,533.0,1602244352.0
592,1145,196.0,1602261419.0
593,1721,525.0,1602249191.0
594,1798,309.0,1603204388.0
595,1992,84.0,1603209151.0
596,2164,84.0,1603832299.0
597,572,133.0,1603887230.0
598,1142,62.0,1602004917.0
599,2607,430.0,1601968564.0
600,2646,103.0,1601983498.0
601,976,153.0,1603311997.0
602,2022,75.0,1603354614.0
603,2327,38.0,1603377271.0
604,2305,26.0,1603369092.0
605,816,153.0,1601673749.0
606,506,553.0,1601743153.0
607,2732,639.0,1601731403.0
608,2721,126.0,1601721992.0
609,1261,100.0,1601667527.0
610,2343,531.0,1601737006.0
611,795,619.0,1601732151.0
612,1252,634.0,1603269072.0
613,1460,14.0,1603229818.0
614,596,517.0,1603225174.0
615,2483,290.0,1603271803.0
616,788,428.0,1603277939.0
617,1511,533.0,1603295522.0
618,341,109.0,1603256983.0
619,2304,634.0,1603222458.0
620,2201,408.0,1601730996.0
621,1373,110.0,1601731895.0
622,2654,110.0,1601732086.0
623,1791,87.0,1601703186.0
624,2512,463.0,1601736766.0
625,1099,277.0,1601675892.0
626,272,178.0,1601681308.0
627,787,24.0,1601673967.0
628,2163,456.0,1601723311.0
629,1233,95.0,1601728912.0
630,691,184.0,1603923998.0
631,1397,76.0,1602190213.0
632,2036,368.0,1603724879.0
633,23,192.0,1603694657.0
634,2703,21.0,1602780342.0
635,2935,81.0,1602752971.0
636,513,116.0,1603373209.0
637,1874,137.0,1603378055.0
638,226,358.0,1603377056.0
639,1178,413.0,1603375852.0
640,2457,148.0,1603371680.0
641,694,345.0,1603362450.0
642,518,575.0,1602379812.0
643,2339,456.0,1602412874.0
644,967,87.0,1603278878.0
645,2321,192.0,1603290577.0
646,1659,642.0,1603301845.0
647,2702,626.0,1603305354.0
648,402,55.0,1603306383.0
649,2243,445.0,1602003571.0
650,423,100.0,1602001378.0
651,1306,16.0,1602006506.0
652,441,191.0,1601993508.0
653,820,136.0,1601932639.0
654,1125,582.0,1601989503.0
655,1379,642.0,1601926638.0
656,1503,266.0,1601853446.0
657,2981,137.0,1602252767.0
658,1870,412.0,1602184843.0
659,2379,152.0,1602244085.0
660,237,592.0,1602261347.0
661,883,23.0,1602262193.0
662,432,97.0,1602264889.0
663,1749,65.0,1602259625.0
664,2138,249.0,1602192047.0
665,2097,366.0,1602247670.0
666,130,410.0,1602204813.0
667,1723,268.0,1602240539.0
668,591,102.0,1602248283.0
669,2266,592.0,1602238318.0
670,2151,23.0,1601915107.0
671,1725,73.0,1601843560.0
672,846,432.0,1601910583.0
673,258,590.0,1601730306.0
674,2557,225.0,1601732145.0
675,938,131.0,1601730865.0
676,2815,252.0,1601677157.0
677,1873,84.0,1602975458.0
678,1348,62.0,1603042821.0
679,2749,665.0,1603925680.0
680,1547,639.0,1603924740.0
681,1018,225.0,1602064085.0
682,954,581.0,1602417112.0
683,1682,533.0,1601897624.0
684,2359,222.0,1601906342.0
685,628,447.0,1601911850.0
686,305,527.0,1601875096.0
687,618,249.0,1601894607.0
688,1551,618.0,1601914159.0
689,2178,531.0,1601913490.0
690,150,137.0,1601915227.0
691,2615,96.0,1602242966.0
692,2426,75.0,1602253872.0
693,843,184.0,1602190757.0
694,2961,636.0,1602202004.0
695,1049,150.0,1602258259.0
696,2763,390.0,1602188382.0
697,2312,410.0,1602189137.0
698,374,26.0,1602358455.0
699,2384,65.0,1602410436.0
700,1152,516.0,1602152313.0
701,84,651.0,1602150305.0
702,2707,390.0,1602155290.0
703,538,124.0,1602151845.0
704,308,152.0,1602152472.0
705,807,452.0,1602157355.0
706,2298,517.0,1602113763.0
707,2815,137.0,1602175813.0
708,955,440.0,1602106987.0
709,397,323.0,1602179209.0
710,199,626.0,1602112557.0
711,2351,634.0,1601707276.0
712,2891,661.0,1601722769.0
713,1031,237.0,1601727495.0
714,2637,268.0,1601734760.0
715,2329,61.0,1601736171.0
716,3012,78.0,1601988152.0
717,2240,107.0,1601930903.0
718,1729,109.0,1601965956.0
719,822,17.0,1601991772.0
720,1967,121.0,1601576747.0
721,1245,463.0,1601549972.0
722,2984,65.0,1602619050.0
723,353,79.0,1602697878.0
724,9,33.0,1602685764.0
725,1230,293.0,1602691506.0
726,1118,505.0,1602686491.0
727,1309,518.0,1602700949.0
728,57,25.0,1603910389.0
729,2011,570.0,1603902263.0
730,1348,77.0,1603913604.0
731,1486,84.0,1602867364.0
732,1212,60.0,1603901951.0
733,2254,280.0,1601557949.0
734,2015,60.0,1601565527.0
735,1437,631.0,1601555760.0
736,2959,446.0,1602066141.0
737,2364,132.0,1602014711.0
738,883,27.0,1602071437.0
739,2632,135.0,1602092259.0
740,1549,280.0,1602075587.0
741,2337,15.0,1603484132.0
742,1129,626.0,1603548905.0
743,997,676.0,1602780761.0
744,1153,496.0,1602725952.0
745,1738,626.0,1601634384.0
746,497,516.0,1601661246.0
747,1059,61.0,1601635162.0
748,510,412.0,1602477709.0
749,2977,105.0,1602670010.0
750,1946,368.0,1602673210.0
751,2822,320.0,1603921594.0
752,1902,345.0,1603916587.0
753,1288,95.0,1603177442.0
754,1368,108.0,1603173339.0
755,1097,357.0,1603214382.0
756,1103,345.0,1603216557.0
757,2843,350.0,1603219371.0
758,350,554.0,1603214844.0
759,2283,75.0,1601788952.0
760,2604,273.0,1601833331.0
761,133,252.0,1601816514.0
762,512,84.0,1601676316.0
763,1926,497.0,1601714193.0
764,2439,225.0,1601731944.0
765,2425,82.0,1601670163.0
766,2517,375.0,1601729960.0
767,805,169.0,1601745760.0
768,1661,390.0,1601726390.0
769,1886,438.0,1601562879.0
770,2055,128.0,1601538217.0
771,630,17.0,1603455206.0
772,1794,651.0,1601655538.0
773,709,103.0,1601622720.0
774,241,276.0,1601641437.0
775,741,619.0,1601624510.0
776,2600,576.0,1601629309.0
777,2140,189.0,1601630788.0
778,2109,652.0,1601632669.0
779,1048,163.0,1601820807.0
780,236,14.0,1601808788.0
781,601,199.0,1601822207.0
782,1382,603.0,1601807579.0
783,1584,137.0,1603740838.0
784,1430,133.0,1603726954.0
785,1395,392.0,1603116291.0
786,2141,29.0,1603127789.0
787,1276,120.0,1603106697.0
788,2437,109.0,1603112821.0
789,1168,233.0,1603068475.0
790,305,452.0,1601664979.0
791,1228,56.0,1601584277.0
792,1562,292.0,1601625811.0
793,170,592.0,1602224568.0
794,726,148.0,1602267439.0
795,1315,139.0,1602261931.0
796,645,113.0,1602265466.0
797,1806,106.0,1601909338.0
798,1387,126.0,1601984995.0
799,1663,269.0,1601996241.0
800,1865,126.0,1601992969.0
801,436,105.0,1602010176.0
802,166,95.0,1602250701.0
803,2462,78.0,1602239878.0
804,2390,575.0,1602223790.0
805,2450,45.0,1602224929.0
806,304,65.0,1602266118.0
807,181,73.0,1602174410.0
808,1393,59.0,1602178983.0
809,2885,191.0,1602104548.0
810,2204,541.0,1602098919.0
811,1451,395.0,1602155977.0
812,2446,18.0,1602135288.0
813,1267,61.0,1602172956.0
814,2638,311.0,1602102252.0
815,966,24.0,1601990226.0
816,1655,18.0,1601960925.0
817,1258,395.0,1601990635.0
818,2511,644.0,1601968295.0
819,106,403.0,1602002298.0
820,1281,98.0,1602005054.0
821,454,377.0,1601994973.0
822,433,131.0,1602006845.0
823,971,548.0,1601561375.0
824,986,173.0,1601550878.0
825,807,135.0,1601560414.0
826,448,681.0,1601566634.0
827,1081,136.0,1601540301.0
828,2148,110.0,1601575560.0
829,3036,90.0,1601731354.0
830,1452,299.0,1601729618.0
831,2836,304.0,1602159899.0
832,2895,25.0,1602172490.0
833,874,249.0,1602101216.0
834,2590,91.0,1602095420.0
835,1026,114.0,1602094339.0
836,365,252.0,1602028204.0
837,2207,452.0,1602082850.0
838,1517,118.0,1601615948.0
839,66,308.0,1601657356.0
840,1848,43.0,1602008892.0
841,1196,114.0,1602007736.0
842,522,652.0,1603808986.0
843,518,127.0,1603819486.0
844,1709,552.0,1603821606.0
845,432,87.0,1603813758.0
846,1725,156.0,1603818766.0
847,2485,529.0,1602940927.0
848,1037,575.0,1602946628.0
849,227,339.0,1602931354.0
850,1538,84.0,1602952331.0
851,590,588.0,1602946089.0
852,638,129.0,1602895257.0
853,537,87.0,1602938483.0
854,2019,189.0,1602953369.0
855,1790,102.0,1602409893.0
856,2710,17.0,1602415610.0
857,2214,191.0,1602432317.0
858,1450,496.0,1602395380.0
859,1494,22.0,1602392003.0
860,940,76.0,1602371099.0
861,107,516.0,1603829356.0
862,48,266.0,1603898223.0
863,1948,654.0,1602065497.0
864,571,170.0,1602089280.0
865,1391,512.0,1602012142.0
866,2190,171.0,1602029268.0
867,2402,552.0,1602068731.0
868,2347,413.0,1602097022.0
869,2990,482.0,1602063394.0
870,1125,96.0,1602083398.0
871,1175,129.0,1601838044.0
872,1966,196.0,1601910022.0
873,1335,368.0,1601901403.0
874,1967,549.0,1601884048.0
875,63,106.0,1601842512.0
876,788,102.0,1601908573.0
877,1947,349.0,1602952700.0
878,2424,21.0,1602932363.0
879,1469,21.0,1602876269.0
880,2594,110.0,1602938804.0
881,1362,110.0,1602932154.0
882,445,132.0,1603819984.0
883,1765,152.0,1603795172.0
884,2929,612.0,1603781098.0
885,2301,114.0,1602371086.0
886,275,280.0,1602421915.0
887,2096,98.0,1603911459.0
