,Hour,StationEnd,Count,Day,Year,Count1,Count1week,Count2week,Count3week,Count4week
99760,23,4,1,171,2011,1,2,3,0,1
99847,6,34,1,172,2011,0,1,9,0,2
99850,6,13,1,172,2011,0,0,7,0,0
99853,6,4,3,172,2011,0,3,5,0,2
99877,7,13,2,172,2011,1,4,5,0,1
99880,7,18,2,172,2011,0,1,4,1,2
99889,7,34,3,172,2011,1,0,8,1,1
99894,7,4,2,172,2011,3,0,7,2,1
99924,8,34,3,172,2011,3,0,3,1,1
99928,8,18,6,172,2011,2,1,0,1,0
99931,8,4,6,172,2011,2,1,1,1,2
99932,8,13,4,172,2011,2,7,2,1,1
99947,9,4,6,172,2011,6,1,1,2,0
99959,9,18,1,172,2011,6,1,3,2,3
99960,9,13,3,172,2011,4,4,5,3,3
99968,9,34,2,172,2011,3,3,1,3,0
100005,10,18,2,172,2011,1,1,0,3,3
100006,10,34,1,172,2011,2,2,3,1,4
100024,11,34,3,172,2011,1,1,0,3,4
100062,12,18,1,172,2011,0,1,0,0,3
100064,12,4,2,172,2011,0,6,0,0,2
100065,12,34,2,172,2011,3,4,1,1,3
100068,12,13,3,172,2011,0,1,0,4,3
100081,13,4,3,172,2011,2,6,0,1,1
100093,13,34,3,172,2011,2,4,0,1,3
100099,13,13,3,172,2011,3,10,0,1,2
100106,13,18,1,172,2011,1,3,0,1,3
100132,14,34,2,172,2011,3,5,1,2,2
100139,14,18,1,172,2011,1,5,2,2,2
100164,15,34,2,172,2011,2,1,2,1,2
100168,15,13,2,172,2011,0,5,6,4,0
100169,15,4,2,172,2011,0,6,6,6,4
100174,15,18,2,172,2011,1,6,5,3,5
100198,16,4,6,172,2011,2,3,3,1,3
100205,16,34,5,172,2011,2,0,0,6,2
100210,16,13,1,172,2011,2,2,2,3,4
100231,17,4,8,172,2011,6,1,2,7,1
100240,17,13,4,172,2011,1,1,2,2,1
100244,17,34,6,172,2011,5,1,0,4,1
100245,17,18,2,172,2011,0,2,0,3,1
100257,18,13,9,172,2011,4,0,2,2,2
100278,18,4,5,172,2011,8,1,0,2,0
100280,18,18,4,172,2011,2,0,5,3,3
100281,18,34,5,172,2011,6,0,4,3,1
100288,19,34,8,172,2011,5,2,0,1,3
100307,19,13,3,172,2011,9,2,1,4,1
100318,19,18,3,172,2011,4,0,0,4,2
100320,19,4,3,172,2011,5,1,3,0,3
100333,20,34,11,172,2011,8,0,2,0,1
100351,20,13,3,172,2011,3,1,3,1,3
100355,20,4,1,172,2011,3,1,4,0,2
100373,21,13,2,172,2011,3,1,0,0,1
100381,21,4,3,172,2011,1,5,2,0,0
100418,22,4,1,172,2011,3,3,3,0,1
100419,22,18,1,172,2011,0,8,3,0,1
100460,0,18,1,173,2011,0,4,8,1,1
100481,1,13,1,173,2011,0,4,2,0,0
100523,5,34,1,173,2011,0,3,7,0,1
100548,6,18,1,173,2011,0,3,5,1,2
100555,6,34,1,173,2011,1,3,7,0,3
100565,7,4,1,173,2011,0,1,4,1,2
100593,7,34,1,173,2011,1,1,7,0,0
100607,8,34,6,173,2011,1,2,1,0,4
100620,8,13,3,173,2011,0,0,7,3,1
100627,8,4,5,173,2011,1,0,2,1,2
100651,9,18,1,173,2011,0,1,4,0,2
100652,9,34,1,173,2011,6,0,4,2,2
100665,9,4,2,173,2011,5,2,2,1,1
100694,10,34,2,173,2011,1,3,1,0,2
100698,10,4,1,173,2011,2,1,4,0,1
100700,10,13,1,173,2011,0,1,6,1,2
100703,10,18,2,173,2011,1,3,5,1,2
100721,11,34,3,173,2011,2,1,0,0,3
100733,11,4,1,173,2011,1,2,2,2,1
100734,11,13,2,173,2011,1,2,1,0,3
100748,12,4,8,173,2011,1,1,2,0,0
100750,12,34,3,173,2011,3,2,1,1,1
100767,12,13,2,173,2011,2,1,1,0,1
100772,12,18,1,173,2011,0,2,3,1,4
100782,13,13,2,173,2011,2,1,1,1,0
100800,13,18,1,173,2011,1,1,1,4,2
100801,13,34,3,173,2011,3,3,1,2,0
100812,14,13,3,173,2011,2,5,1,3,3
100831,14,4,4,173,2011,0,4,0,3,1
100842,14,18,1,173,2011,1,3,0,4,2
100870,15,18,1,173,2011,1,8,0,1,2
100877,15,13,1,173,2011,3,8,0,6,0
100878,15,4,1,173,2011,4,2,0,2,1
100895,16,34,3,173,2011,0,5,1,0,2
100906,16,4,2,173,2011,1,1,0,10,0
100908,16,13,2,173,2011,1,8,0,4,0
100912,16,18,2,173,2011,1,1,0,4,1
100930,17,34,7,173,2011,3,5,0,7,3
100934,17,4,9,173,2011,2,1,3,2,5
100936,17,18,2,173,2011,2,1,0,2,2
100954,17,13,1,173,2011,2,2,2,1,4
100979,18,4,5,173,2011,9,4,1,3,2
100982,18,34,6,173,2011,7,0,2,6,1
100987,18,13,7,173,2011,1,0,2,6,2
100993,18,18,1,173,2011,2,2,1,6,2
101022,19,4,7,173,2011,5,0,2,7,0
101023,19,13,3,173,2011,7,0,2,3,6
101024,19,34,6,173,2011,6,0,1,7,4
101049,20,4,4,173,2011,7,1,5,5,6
101051,20,34,7,173,2011,6,0,5,5,3
101064,20,13,4,173,2011,3,0,4,3,8
101080,21,4,3,173,2011,4,0,8,1,10
101084,21,13,2,173,2011,4,3,1,2,5
101094,21,34,2,173,2011,7,2,1,3,4
101102,21,18,1,173,2011,0,1,2,1,7
101104,22,4,3,173,2011,3,4,1,1,3
101113,22,18,2,173,2011,1,5,5,2,3
101131,22,13,2,173,2011,2,3,4,0,1
101136,23,13,1,173,2011,2,3,2,1,2
101150,23,18,1,173,2011,2,4,4,2,1
101159,23,4,3,173,2011,3,1,0,3,1
101165,23,34,1,173,2011,0,3,1,4,0
101177,0,34,2,174,2011,1,0,4,2,2
101186,0,4,1,174,2011,3,2,0,3,6
101203,1,34,1,174,2011,2,3,5,1,4
101246,6,4,3,174,2011,0,4,2,1,2
101261,6,18,1,174,2011,0,1,1,2,0
101266,6,34,1,174,2011,0,1,4,1,1
101270,7,13,3,174,2011,0,0,8,0,1
101276,7,34,3,174,2011,1,2,3,1,2
101281,7,4,3,174,2011,3,3,3,1,0
101282,7,18,2,174,2011,1,4,2,0,1
101311,8,34,5,174,2011,3,4,2,1,1
101326,8,13,7,174,2011,3,1,2,1,1
101328,8,18,3,174,2011,2,2,2,1,0
101346,8,4,7,174,2011,3,1,2,0,0
101363,9,34,2,174,2011,5,1,3,3,3
101377,9,4,2,174,2011,7,3,4,3,1
101379,9,13,1,174,2011,7,3,2,4,3
101383,10,34,3,174,2011,2,8,1,1,2
101392,10,4,2,174,2011,2,5,1,5,10
101393,10,13,3,174,2011,1,3,5,0,3
101416,10,18,1,174,2011,0,10,4,9,3
101423,11,4,1,174,2011,2,6,4,0,1
101432,11,18,2,174,2011,1,5,2,1,4
101450,12,4,3,174,2011,1,1,5,1,4
101501,13,34,4,174,2011,0,2,3,4,3
101513,13,4,1,174,2011,3,1,1,1,2
101514,13,13,1,174,2011,0,3,3,0,1
101521,14,34,2,174,2011,4,2,1,2,1
101553,15,4,2,174,2011,0,2,1,3,1
101578,15,18,3,174,2011,0,2,3,1,1
101585,15,34,6,174,2011,2,1,0,0,3
101603,16,34,4,174,2011,6,2,1,2,2
101616,16,4,3,174,2011,2,2,1,3,0
101621,16,13,2,174,2011,0,3,0,1,1
101622,16,18,1,174,2011,3,0,1,2,3
101639,17,34,10,174,2011,4,0,0,0,0
101649,17,13,4,174,2011,2,2,2,3,0
101656,17,4,5,174,2011,3,2,0,3,0
101665,17,18,1,174,2011,1,2,0,3,3
101666,18,4,7,174,2011,5,0,0,4,5
101682,18,13,6,174,2011,4,6,0,3,3
101693,18,34,6,174,2011,10,1,0,4,1
101705,18,18,2,174,2011,1,4,0,3,4
101725,19,34,5,174,2011,6,1,0,1,4
101736,19,13,3,174,2011,6,0,0,6,5
101739,19,4,2,174,2011,7,0,0,7,5
101765,20,13,3,174,2011,3,1,0,4,7
101774,20,18,2,174,2011,0,0,2,4,6
101777,20,4,3,174,2011,2,0,1,3,2
101779,20,34,3,174,2011,5,0,3,2,2
101797,21,34,9,174,2011,3,0,1,1,5
101802,21,13,3,174,2011,3,0,0,0,2
101814,21,18,1,174,2011,2,2,2,3,1
101823,22,34,3,174,2011,9,1,0,2,3
101828,22,4,2,174,2011,0,1,5,0,1
101841,22,13,3,174,2011,3,2,0,0,1
101869,23,4,4,174,2011,2,4,0,1,6
101893,0,13,2,175,2011,0,1,1,2,2
101898,0,18,3,175,2011,0,1,0,2,2
101963,6,34,3,175,2011,0,3,1,1,1
101981,6,4,1,175,2011,0,4,4,0,0
102006,7,4,3,175,2011,1,0,2,1,2
102018,7,34,3,175,2011,3,1,2,0,2
102026,7,13,2,175,2011,0,2,2,1,0
102027,7,18,1,175,2011,0,2,3,0,3
102028,8,34,9,175,2011,3,1,5,0,0
102057,8,13,5,175,2011,2,2,3,1,0
102059,8,4,4,175,2011,3,3,2,0,0
102065,8,18,3,175,2011,1,2,3,1,0
102083,9,34,2,175,2011,9,7,2,0,1
102087,9,13,1,175,2011,5,3,8,2,1
102094,9,4,1,175,2011,4,0,3,1,0
102108,10,4,1,175,2011,1,3,4,1,0
102125,10,13,1,175,2011,1,5,2,1,0
102133,10,34,1,175,2011,2,3,0,3,2
102155,11,34,2,175,2011,1,5,4,2,0
102156,11,4,3,175,2011,1,2,1,1,0
102166,11,18,3,175,2011,0,4,6,4,1
102186,12,18,1,175,2011,3,3,1,0,0
102190,12,34,2,175,2011,2,2,2,5,1
102201,12,13,1,175,2011,0,7,2,3,0
102214,13,4,3,175,2011,0,3,5,1,0
102222,13,18,2,175,2011,1,4,1,2,0
102234,13,34,2,175,2011,2,3,3,2,0
102252,14,34,5,175,2011,2,3,4,0,0
102269,14,4,1,175,2011,3,1,3,2,0
102270,14,13,2,175,2011,0,2,4,4,2
102271,14,18,1,175,2011,2,1,2,3,2
102296,15,4,3,175,2011,1,6,3,0,3
102298,15,13,1,175,2011,2,1,1,2,1
102303,15,18,2,175,2011,1,2,2,0,1
102308,15,34,1,175,2011,5,1,1,0,1
102311,16,34,6,175,2011,1,5,4,3,2
102316,16,18,4,175,2011,2,4,5,1,0
102326,16,4,4,175,2011,3,2,0,0,0
102346,16,13,2,175,2011,1,4,3,1,2
102351,17,13,7,175,2011,2,3,4,1,1
102364,17,18,4,175,2011,4,2,1,1,1
102375,17,34,2,175,2011,6,1,1,1,2
102382,17,4,5,175,2011,4,3,3,3,0
102405,18,13,4,175,2011,7,1,1,1,4
102412,18,18,4,175,2011,4,4,2,3,6
102418,18,4,3,175,2011,5,5,2,3,3
102419,18,34,7,175,2011,2,0,1,0,5
102446,19,34,6,175,2011,7,1,0,0,8
102454,19,4,3,175,2011,3,0,0,8,1
102462,19,18,1,175,2011,4,0,0,5,2
102463,19,13,1,175,2011,4,0,0,10,3
102479,20,34,1,175,2011,6,2,0,3,3
102490,20,4,4,175,2011,3,1,0,4,2
102499,20,13,1,175,2011,1,0,1,3,2
102519,21,4,2,175,2011,4,1,0,1,3
102521,21,13,1,175,2011,1,1,0,3,1
102532,21,18,1,175,2011,0,0,0,3,3
102534,21,34,1,175,2011,1,2,1,3,2
102551,22,34,4,175,2011,1,2,1,4,1
102566,22,13,1,175,2011,1,2,2,2,3
102568,22,18,1,175,2011,1,1,0,5,1
102571,23,13,2,175,2011,1,0,0,0,0
102587,23,18,3,175,2011,1,1,3,3,1
102598,23,34,2,175,2011,4,1,7,4,1
102599,23,4,2,175,2011,0,5,1,3,1
102616,0,13,1,176,2011,2,0,4,1,2
102626,0,4,1,176,2011,2,3,0,1,0
102627,0,18,1,176,2011,3,2,1,0,0
102653,1,4,2,176,2011,1,3,3,0,0
102655,1,13,1,176,2011,1,3,2,1,0
102661,1,34,1,176,2011,0,5,5,0,1
102730,5,34,1,176,2011,0,1,7,0,0
102744,6,13,1,176,2011,0,6,2,0,0
102781,8,13,2,176,2011,0,6,2,0,1
102804,8,4,1,176,2011,0,4,1,0,3
102816,9,18,2,176,2011,0,2,2,0,4
102822,9,13,1,176,2011,2,5,2,2,3
102827,9,34,1,176,2011,0,8,5,1,2
102830,9,4,4,176,2011,1,1,5,3,2
102870,10,34,1,176,2011,1,5,1,2,3
102874,10,4,3,176,2011,4,1,3,4,5
102883,10,18,1,176,2011,2,3,4,3,5
102884,10,13,1,176,2011,1,7,5,1,3
102904,11,34,7,176,2011,1,1,4,5,2
102911,11,4,2,176,2011,3,8,3,2,0
102919,11,13,1,176,2011,1,1,4,6,1
102922,11,18,2,176,2011,1,3,5,2,0
102943,12,13,2,176,2011,1,0,3,2,0
102953,12,34,2,176,2011,7,2,6,0,1
102954,12,18,6,176,2011,2,5,3,0,0
102959,12,4,4,176,2011,2,3,3,0,1
102973,13,4,2,176,2011,4,4,2,0,2
102981,13,18,1,176,2011,6,1,3,0,0
102991,13,34,2,176,2011,2,3,4,1,3
103001,13,13,1,176,2011,2,1,1,1,3
103017,14,18,1,176,2011,1,1,2,0,0
103018,14,34,3,176,2011,2,2,3,1,0
103020,14,13,7,176,2011,1,3,2,0,1
103025,14,4,6,176,2011,2,2,1,2,3
103045,15,13,3,176,2011,7,2,1,0,1
103063,15,34,9,176,2011,3,2,2,0,0
103076,15,4,4,176,2011,6,1,3,3,3
103083,16,4,6,176,2011,4,5,1,0,2
103088,16,13,4,176,2011,3,1,5,3,0
103100,16,34,4,176,2011,9,2,0,2,2
103109,16,18,4,176,2011,0,2,5,1,4
103122,17,4,6,176,2011,6,0,0,0,2
103140,17,34,5,176,2011,4,2,3,2,0
103149,17,18,1,176,2011,4,1,3,1,1
103150,17,13,2,176,2011,4,1,1,2,5
103169,18,34,6,176,2011,5,0,3,6,2
103175,18,18,4,176,2011,1,0,5,2,4
103177,18,13,3,176,2011,2,1,2,4,5
103181,18,4,3,176,2011,6,5,2,3,4
103198,19,13,4,176,2011,3,3,3,4,10
103207,19,34,9,176,2011,6,6,5,4,4
103227,19,4,1,176,2011,3,2,2,7,5
103229,19,18,2,176,2011,4,3,5,4,1
103238,20,4,3,176,2011,1,6,4,3,2
103258,20,34,2,176,2011,9,2,0,1,5
103261,20,18,3,176,2011,2,4,2,4,2
103272,21,4,3,176,2011,3,2,2,5,1
103274,21,18,2,176,2011,3,3,2,3,2
103289,21,34,1,176,2011,2,1,2,1,7
103298,21,13,3,176,2011,0,2,0,3,5
103312,22,34,1,176,2011,1,1,2,0,2
103318,22,13,3,176,2011,3,2,0,1,1
103333,22,4,1,176,2011,3,2,1,0,0
103342,23,4,3,176,2011,1,1,1,1,2
103367,23,34,2,176,2011,1,0,1,1,3
103368,23,13,1,176,2011,3,3,0,1,1
103371,0,4,3,177,2011,3,1,1,1,0
103384,0,13,1,177,2011,1,2,0,0,0
103391,0,34,1,177,2011,2,7,1,1,0
103425,1,34,1,177,2011,1,4,3,0,1
103435,2,4,2,177,2011,0,1,0,0,0
103451,2,18,1,177,2011,0,8,0,1,1
103457,2,34,1,177,2011,1,10,1,1,1
103487,4,34,1,177,2011,0,4,4,3,2
103500,5,18,1,177,2011,0,5,0,0,3
103520,7,4,1,177,2011,0,12,4,3,0
103536,7,18,1,177,2011,0,7,5,4,0
103563,8,34,2,177,2011,0,6,5,2,2
103564,8,4,2,177,2011,1,1,0,2,7
103583,9,4,8,177,2011,2,4,3,5,3
103598,9,34,2,177,2011,2,3,8,5,8
103604,9,18,3,177,2011,0,2,8,6,5
103605,9,13,1,177,2011,0,4,5,3,7
103608,10,4,7,177,2011,8,3,2,0,1
103620,10,13,4,177,2011,1,3,8,2,1
103629,10,18,2,177,2011,3,2,3,2,1
103631,10,34,6,177,2011,2,2,2,3,0
103663,11,34,3,177,2011,6,1,3,1,2
103677,11,18,2,177,2011,2,2,1,3,3
103679,11,4,1,177,2011,7,0,3,4,0
103682,11,13,1,177,2011,4,0,2,1,1
103695,12,4,3,177,2011,1,0,5,1,0
103708,12,34,8,177,2011,3,2,0,0,2
103709,12,18,2,177,2011,2,0,1,0,4
103712,12,13,1,177,2011,1,1,2,5,1
103741,13,4,5,177,2011,3,0,3,1,1
103743,13,34,6,177,2011,8,3,4,2,1
103756,13,13,2,177,2011,1,2,1,1,1
103762,13,18,1,177,2011,2,0,1,4,4
103790,14,4,6,177,2011,5,3,2,2,5
103792,14,18,6,177,2011,1,4,1,1,0
103794,14,13,4,177,2011,2,3,1,1,2
103799,14,34,1,177,2011,6,1,1,4,1
103806,15,4,6,177,2011,6,1,1,5,1
103810,15,13,3,177,2011,4,5,0,3,6
103826,15,18,2,177,2011,6,4,0,1,0
103835,15,34,4,177,2011,1,1,0,6,2
103841,16,34,6,177,2011,4,2,0,2,4
103866,16,4,3,177,2011,6,3,0,2,5
103871,16,18,3,177,2011,2,2,2,2,2
103874,16,13,7,177,2011,3,1,1,9,4
103904,17,13,6,177,2011,7,0,2,0,4
103905,17,34,5,177,2011,6,2,4,0,5
103911,17,18,3,177,2011,3,1,3,7,4
103912,17,4,5,177,2011,3,0,5,7,3
103934,18,34,6,177,2011,5,1,4,5,5
103940,18,18,4,177,2011,3,1,8,3,6
103949,18,13,2,177,2011,6,1,4,0,3
103951,18,4,4,177,2011,5,2,0,4,0
103959,19,34,5,177,2011,6,1,3,8,4
103968,19,13,4,177,2011,2,4,3,1,1
103978,19,18,5,177,2011,4,0,2,3,1
103984,19,4,5,177,2011,4,1,3,7,0
104002,20,4,1,177,2011,5,1,0,4,4
104005,20,34,3,177,2011,5,1,0,1,3
104024,20,18,1,177,2011,5,1,0,6,0
104032,21,13,4,177,2011,0,3,0,0,0
104059,21,34,2,177,2011,3,0,0,1,2
104060,21,4,1,177,2011,1,3,0,1,4
104084,22,4,2,177,2011,1,4,0,3,4
104095,23,18,1,177,2011,0,3,2,0,0
104099,23,4,2,177,2011,2,12,1,0,2
104117,23,34,3,177,2011,0,6,2,0,0
104127,0,13,1,178,2011,0,13,0,0,1
104154,4,34,1,178,2011,0,3,2,0,0
104157,4,13,1,178,2011,0,8,1,1,1
104168,5,34,1,178,2011,1,6,1,1,0
104176,5,4,1,178,2011,0,3,0,1,2
104197,6,34,2,178,2011,1,4,2,5,1
104201,6,18,1,178,2011,0,3,2,3,1
104204,7,4,3,178,2011,0,7,0,10,0
104216,7,13,5,178,2011,0,4,3,4,1
104220,7,18,1,178,2011,1,5,1,4,0
104221,7,34,3,178,2011,2,3,4,2,0
104249,8,4,5,178,2011,3,1,0,2,0
104252,8,34,6,178,2011,3,3,1,2,0
104263,8,13,7,178,2011,5,0,5,1,0
104279,9,18,2,178,2011,0,0,3,5,0
104294,9,4,2,178,2011,5,3,5,2,0
104301,9,34,4,178,2011,6,1,4,4,0
104310,9,13,1,178,2011,7,0,8,4,0
104336,10,34,3,178,2011,4,0,2,2,1
104341,10,4,1,178,2011,2,0,2,2,3
104345,10,13,1,178,2011,1,3,2,2,1
104356,11,4,3,178,2011,1,4,3,1,3
104362,11,34,1,178,2011,3,0,3,3,2
104367,11,18,1,178,2011,0,6,2,0,1
104403,12,4,1,178,2011,3,8,3,3,1
104407,12,13,2,178,2011,0,2,4,1,5
104410,12,34,1,178,2011,1,5,5,1,1
104426,13,13,1,178,2011,2,3,1,3,11
104432,13,4,2,178,2011,1,2,0,2,4
104440,13,34,2,178,2011,1,2,1,3,6
104446,13,18,1,178,2011,0,1,2,2,1
104452,14,13,3,178,2011,1,1,1,6,7
104469,14,18,1,178,2011,1,1,3,0,3
104472,14,4,3,178,2011,2,0,2,2,3
104476,14,34,1,178,2011,2,3,2,1,2
104487,15,34,3,178,2011,1,2,2,2,3
104494,15,4,3,178,2011,3,2,2,1,2
104509,15,18,2,178,2011,1,3,1,1,2
104510,15,13,2,178,2011,3,7,1,6,8
104523,16,34,5,178,2011,3,3,0,3,5
104538,16,13,2,178,2011,2,1,1,2,4
104546,16,4,5,178,2011,3,3,1,4,6
104561,17,34,13,178,2011,5,2,0,2,5
104571,17,4,9,178,2011,5,4,0,5,2
104578,17,13,4,178,2011,2,3,1,5,1
104586,17,18,1,178,2011,0,3,7,3,3
104614,18,34,7,178,2011,13,1,5,3,0
104615,18,18,5,178,2011,1,2,2,1,1
104618,18,4,8,178,2011,9,2,2,3,4
104621,18,13,7,178,2011,4,3,6,2,5
104634,19,4,5,178,2011,8,0,7,1,2
104642,19,13,3,178,2011,7,5,2,0,1
104656,19,34,1,178,2011,7,3,2,0,1
104661,19,18,2,178,2011,5,3,2,0,3
104689,20,13,2,178,2011,3,3,2,1,1
104692,20,4,5,178,2011,5,4,1,2,4
104701,20,34,2,178,2011,1,3,4,2,3
104703,20,18,2,178,2011,2,2,2,1,0
104731,21,13,2,178,2011,2,5,2,0,6
104738,21,4,2,178,2011,5,8,1,1,0
104749,22,18,1,178,2011,0,6,1,1,3
104760,22,34,5,178,2011,0,3,3,0,1
104765,22,13,1,178,2011,2,8,2,2,4
104790,23,34,1,178,2011,5,1,2,0,0
104800,23,13,2,178,2011,1,5,2,1,2
104813,0,34,2,179,2011,1,2,2,1,1
104815,0,18,1,179,2011,0,3,4,0,1
104833,2,34,1,179,2011,0,5,0,0,3
104868,6,13,4,179,2011,0,1,1,0,1
104882,6,18,2,179,2011,0,1,2,0,2
104883,6,34,1,179,2011,0,4,3,0,0
104893,6,4,1,179,2011,0,3,2,1,0
104905,7,34,3,179,2011,1,1,9,0,3
104929,7,4,2,179,2011,1,0,2,0,0
104931,7,18,3,179,2011,2,2,3,1,0
104932,7,13,4,179,2011,4,1,2,3,1
104945,8,18,5,179,2011,3,1,4,3,0
104953,8,34,6,179,2011,3,0,2,4,1
104963,8,4,7,179,2011,2,4,5,5,0
104970,8,13,6,179,2011,4,1,5,4,0
104997,9,18,1,179,2011,5,0,5,1,0
105001,9,13,3,179,2011,6,1,6,7,0
105002,9,34,4,179,2011,6,0,1,4,0
105005,9,4,2,179,2011,7,1,3,2,0
105014,10,34,1,179,2011,4,2,2,3,0
105022,10,18,1,179,2011,1,0,4,5,0
105034,10,4,1,179,2011,2,3,4,2,1
105054,11,13,3,179,2011,0,4,4,9,2
105064,11,4,2,179,2011,1,0,3,5,0
105073,11,34,2,179,2011,1,2,2,6,2
105082,12,13,5,179,2011,3,5,2,3,4
105084,12,34,6,179,2011,2,2,1,1,5
105106,12,4,3,179,2011,2,5,3,7,2
105130,13,18,3,179,2011,0,7,1,2,7
105139,13,34,1,179,2011,6,1,2,6,1
105141,13,4,1,179,2011,3,2,1,5,4
105159,14,18,4,179,2011,3,2,0,8,1
105164,14,13,1,179,2011,0,3,1,6,7
105170,14,4,1,179,2011,1,0,0,4,5
105175,14,34,3,179,2011,1,0,6,2,2
105201,15,13,3,179,2011,1,3,2,2,6
105205,15,4,3,179,2011,1,1,0,6,0
105212,15,34,1,179,2011,3,6,2,3,2
105224,16,4,4,179,2011,3,1,3,3,4
105242,16,18,2,179,2011,0,2,9,3,5
105246,16,34,2,179,2011,1,0,9,8,2
105266,17,18,5,179,2011,2,3,0,5,4
105278,17,4,4,179,2011,4,2,0,1,1
105280,17,13,4,179,2011,0,0,6,2,4
105281,17,34,14,179,2011,2,4,1,6,2
105296,18,34,6,179,2011,14,4,2,10,4
105310,18,4,4,179,2011,4,1,0,2,9
105313,18,13,3,179,2011,4,4,2,1,6
105322,18,18,1,179,2011,5,0,1,1,4
105340,19,4,2,179,2011,4,4,1,0,4
105350,19,13,3,179,2011,3,2,8,3,6
105355,19,34,5,179,2011,6,8,2,6,2
105362,19,18,1,179,2011,1,2,2,3,2
105387,20,18,2,179,2011,1,5,3,4,1
105398,20,34,4,179,2011,5,3,2,4,3
105399,20,13,4,179,2011,3,1,4,2,6
105402,20,4,1,179,2011,2,1,2,0,2
105406,21,4,1,179,2011,1,3,3,0,6
105425,21,34,1,179,2011,4,3,0,2,1
105464,22,4,1,179,2011,1,4,3,2,1
105466,22,34,1,179,2011,1,5,10,3,0
105472,23,34,1,179,2011,1,5,7,3,2
105478,23,4,1,179,2011,1,8,4,1,2
105545,2,18,1,180,2011,0,1,6,5,1
105581,6,34,3,180,2011,0,2,5,0,1
105582,6,4,1,180,2011,0,0,4,1,3
105595,6,18,1,180,2011,0,0,8,0,2
105599,6,13,1,180,2011,0,2,5,0,1
105622,7,13,3,180,2011,1,1,10,1,1
105624,7,34,7,180,2011,3,0,3,0,0
105633,7,4,2,180,2011,1,1,8,1,1
105651,8,34,4,180,2011,7,0,2,0,0
105666,8,18,3,180,2011,0,0,2,0,0
105671,8,4,2,180,2011,2,0,2,0,0
105673,8,13,3,180,2011,3,1,3,0,0
105702,9,18,2,180,2011,3,1,2,0,2
105704,9,34,1,180,2011,4,1,3,1,0
105711,9,13,2,180,2011,3,5,6,0,1
105715,10,34,4,180,2011,1,1,0,1,2
105745,10,18,1,180,2011,2,8,0,3,2
105746,10,4,2,180,2011,0,3,3,1,1
105747,10,13,1,180,2011,2,3,1,1,7
105763,11,13,3,180,2011,1,5,1,4,3
105775,11,4,1,180,2011,2,1,1,1,2
105779,11,18,1,180,2011,1,4,0,1,3
105795,12,34,5,180,2011,0,1,1,2,0
105809,12,4,2,180,2011,1,0,2,3,2
105816,12,13,1,180,2011,3,1,2,4,1
105829,13,13,2,180,2011,1,0,1,3,0
105842,13,34,1,180,2011,5,0,1,5,0
105845,13,18,1,180,2011,0,0,0,2,4
105851,13,4,2,180,2011,2,0,0,8,1
105872,14,18,1,180,2011,1,0,0,4,0
105883,14,13,1,180,2011,2,0,0,4,2
105885,14,4,3,180,2011,2,3,0,1,1
105900,15,18,2,180,2011,1,2,2,9,1
105914,15,34,4,180,2011,0,2,2,3,1
105916,15,13,2,180,2011,1,3,0,3,3
105930,16,4,4,180,2011,0,2,0,3,1
105937,16,13,3,180,2011,2,2,2,3,3
105950,16,34,4,180,2011,4,0,3,6,3
105980,17,34,3,180,2011,4,0,9,4,2
105988,17,13,4,180,2011,3,4,7,5,5
105989,17,4,6,180,2011,4,2,3,5,8
105998,17,18,1,180,2011,0,2,0,2,4
106005,18,13,10,180,2011,4,2,7,2,2
106008,18,4,7,180,2011,6,6,4,1,10
106017,18,18,3,180,2011,1,3,1,0,4
106022,18,34,9,180,2011,3,3,1,2,4
106064,19,4,2,180,2011,7,0,3,6,5
106069,19,18,2,180,2011,3,7,1,2,4
106070,19,34,5,180,2011,9,4,1,6,2
106071,19,13,5,180,2011,10,8,6,0,2
106103,20,34,4,180,2011,5,4,7,3,4
106107,20,4,3,180,2011,2,3,3,6,3
106109,20,13,3,180,2011,5,1,10,3,4
106114,20,18,2,180,2011,2,4,4,4,3
106127,21,18,1,180,2011,2,5,2,4,3
106131,21,4,4,180,2011,3,3,7,2,2
106140,21,34,3,180,2011,4,4,4,2,0
106150,21,13,1,180,2011,3,1,3,3,1
106174,22,18,2,180,2011,1,4,4,7,1
106176,22,13,1,180,2011,1,3,1,3,1
106184,22,34,2,180,2011,3,1,3,0,0
106209,23,4,2,180,2011,0,1,6,3,2
106213,23,18,1,180,2011,2,0,3,1,0
106216,23,13,1,180,2011,1,4,3,0,0
106221,0,4,2,181,2011,2,2,2,0,1
106230,0,18,1,181,2011,1,5,0,2,0
106239,0,34,1,181,2011,0,3,2,0,0
106260,2,4,1,181,2011,0,1,7,3,0
106290,5,18,1,181,2011,0,1,3,1,0
106306,6,4,2,181,2011,0,2,4,0,0
106315,6,34,3,181,2011,0,0,9,0,2
106324,6,18,1,181,2011,1,2,3,0,3
106355,7,18,2,181,2011,1,0,1,1,5
106356,7,4,2,181,2011,2,1,2,2,2
106362,7,13,2,181,2011,0,1,1,0,3
106363,7,34,1,181,2011,3,0,4,2,9
106374,8,4,7,181,2011,2,1,0,6,2
106394,8,34,4,181,2011,1,2,2,2,3
106399,8,13,3,181,2011,2,3,1,1,1
106401,8,18,1,181,2011,2,0,2,0,2
106402,9,13,2,181,2011,3,0,0,6,2
