,Hour,StationEnd,Count,Day,Year,Count1,Count1week
150250,0,17,1,244,2011,0,0
150251,0,28,2,244,2011,0,0
150256,0,6,1,244,2011,0,0
150260,0,1,1,244,2011,0,0
150265,0,19,1,244,2011,0,0
150273,1,17,1,244,2011,1,0
150282,2,14,1,244,2011,0,0
150290,2,19,1,244,2011,0,0
150293,2,17,1,244,2011,1,0
150294,2,1,1,244,2011,0,0
150296,3,16,1,244,2011,0,0
150298,3,4,1,244,2011,0,0
150302,3,26,1,244,2011,0,0
150305,3,18,1,244,2011,0,0
150316,5,4,1,244,2011,0,0
150324,5,14,1,244,2011,0,0
150325,5,25,1,244,2011,0,0
150331,6,28,5,244,2011,0,0
150339,6,13,1,244,2011,0,0
150342,6,20,1,244,2011,0,0
150343,6,17,1,244,2011,0,0
150344,6,22,2,244,2011,0,0
150345,6,34,1,244,2011,0,0
150350,6,1,1,244,2011,0,0
150352,6,16,2,244,2011,0,0
150353,6,25,2,244,2011,1,0
150361,7,6,5,244,2011,0,0
150362,7,4,4,244,2011,0,0
150370,7,22,7,244,2011,2,0
150374,7,26,4,244,2011,0,0
150376,7,25,5,244,2011,2,0
150377,7,19,3,244,2011,0,0
150378,7,17,7,244,2011,1,0
150380,7,28,4,244,2011,5,0
150383,7,21,6,244,2011,0,0
150384,7,14,5,244,2011,0,0
150385,7,18,1,244,2011,0,0
150386,7,23,3,244,2011,0,0
150387,7,34,5,244,2011,1,0
150388,7,1,5,244,2011,1,0
150389,7,16,1,244,2011,2,0
150390,7,12,1,244,2011,0,0
150391,7,11,2,244,2011,0,0
150392,7,13,3,244,2011,1,0
150399,8,17,9,244,2011,7,0
150403,8,18,2,244,2011,1,0
150406,8,22,7,244,2011,7,0
150408,8,23,5,244,2011,3,0
150409,8,12,2,244,2011,1,0
150414,8,25,5,244,2011,5,0
150415,8,4,6,244,2011,4,0
150416,8,26,5,244,2011,4,0
150417,8,34,10,244,2011,5,0
150419,8,1,6,244,2011,5,0
150421,8,14,5,244,2011,5,0
150422,8,21,8,244,2011,6,0
150423,8,28,7,244,2011,4,0
150424,8,6,5,244,2011,5,0
150425,8,11,5,244,2011,2,0
150426,8,20,6,244,2011,0,0
150428,8,19,3,244,2011,3,0
150429,8,24,1,244,2011,0,0
150430,8,16,4,244,2011,1,0
150431,8,15,2,244,2011,0,0
150432,8,13,2,244,2011,3,0
150436,9,13,1,244,2011,2,0
150440,9,1,3,244,2011,6,0
150442,9,11,2,244,2011,5,0
150445,9,18,2,244,2011,2,0
150448,9,4,6,244,2011,6,0
150449,9,34,1,244,2011,10,0
150453,9,28,5,244,2011,7,0
150454,9,23,1,244,2011,5,0
150455,9,17,4,244,2011,9,0
150460,9,22,2,244,2011,7,0
150461,9,6,2,244,2011,5,0
150463,9,20,2,244,2011,6,0
150464,9,25,1,244,2011,5,0
150466,10,1,7,244,2011,3,0
150472,10,23,2,244,2011,1,0
150473,10,21,3,244,2011,0,0
150477,10,22,3,244,2011,2,0
150478,10,28,2,244,2011,5,0
150483,10,13,1,244,2011,1,0
150485,10,16,1,244,2011,0,0
150488,10,18,2,244,2011,2,0
150489,10,17,2,244,2011,4,0
150490,10,34,1,244,2011,1,0
150491,10,19,2,244,2011,0,0
150494,10,26,1,244,2011,0,0
150495,10,6,1,244,2011,2,0
150496,10,4,1,244,2011,6,0
150500,11,16,2,244,2011,1,0
150503,11,13,2,244,2011,1,0
150504,11,6,4,244,2011,1,0
150508,11,15,1,244,2011,0,0
150514,11,1,3,244,2011,7,0
150516,11,24,1,244,2011,0,0
150517,11,26,4,244,2011,1,0
150520,11,22,3,244,2011,3,0
150521,11,20,3,244,2011,0,0
150522,11,17,4,244,2011,2,0
150524,11,21,3,244,2011,3,0
150527,11,34,3,244,2011,1,0
150529,11,14,1,244,2011,0,0
150530,11,25,2,244,2011,0,0
150531,11,28,2,244,2011,2,0
150532,11,19,1,244,2011,2,0
150533,11,18,1,244,2011,2,0
150534,11,12,1,244,2011,0,0
150535,12,28,8,244,2011,2,0
150541,12,18,1,244,2011,1,0
150545,12,34,4,244,2011,3,0
150546,12,11,2,244,2011,0,0
150548,12,6,8,244,2011,4,0
150550,12,14,3,244,2011,1,0
150552,12,21,5,244,2011,3,0
150554,12,24,2,244,2011,1,0
150556,12,17,3,244,2011,4,0
150557,12,16,3,244,2011,2,0
150561,12,1,4,244,2011,3,0
150562,12,26,4,244,2011,4,0
150564,12,25,4,244,2011,2,0
150566,12,23,2,244,2011,0,0
150567,12,13,4,244,2011,2,0
150569,12,19,1,244,2011,1,0
150570,12,20,2,244,2011,3,0
150571,12,22,1,244,2011,3,0
150572,12,4,2,244,2011,0,0
150574,13,13,2,244,2011,4,0
150586,13,11,1,244,2011,2,0
150589,13,26,2,244,2011,4,0
150590,13,6,2,244,2011,8,0
150591,13,12,3,244,2011,0,0
150593,13,4,2,244,2011,2,0
150594,13,28,4,244,2011,8,0
150596,13,21,5,244,2011,5,0
150598,13,23,1,244,2011,2,0
150600,13,17,2,244,2011,3,0
150601,13,14,3,244,2011,3,0
150602,13,25,3,244,2011,4,0
150603,13,20,2,244,2011,2,0
150604,13,34,2,244,2011,4,0
150605,13,19,1,244,2011,1,0
150607,13,1,1,244,2011,4,0
150608,13,24,1,244,2011,2,0
150609,13,22,1,244,2011,1,0
150610,14,20,4,244,2011,2,0
150620,14,13,4,244,2011,2,0
150621,14,4,2,244,2011,2,0
150622,14,6,5,244,2011,2,0
150625,14,28,1,244,2011,4,0
150628,14,17,3,244,2011,2,0
150631,14,14,2,244,2011,3,0
150632,14,21,1,244,2011,5,0
150635,14,1,3,244,2011,1,0
150638,14,34,1,244,2011,2,0
150639,14,23,1,244,2011,1,0
150640,14,16,2,244,2011,0,0
150641,14,26,2,244,2011,2,0
150642,14,19,1,244,2011,1,0
150643,14,15,1,244,2011,0,0
150644,14,25,1,244,2011,3,0
150651,15,19,3,244,2011,1,0
150658,15,1,3,244,2011,3,0
150659,15,25,2,244,2011,1,0
150660,15,17,4,244,2011,3,0
150662,15,6,1,244,2011,5,0
150663,15,34,3,244,2011,1,0
150668,15,21,2,244,2011,1,0
150669,15,4,4,244,2011,2,0
150670,15,20,3,244,2011,4,0
150671,15,28,2,244,2011,1,0
150672,15,13,3,244,2011,4,0
150674,15,22,3,244,2011,0,0
150676,15,16,3,244,2011,2,0
150677,15,26,1,244,2011,2,0
150678,15,12,2,244,2011,0,0
150679,15,14,1,244,2011,2,0
150680,15,11,1,244,2011,0,0
150683,16,13,3,244,2011,3,0
150687,16,22,4,244,2011,3,0
150690,16,1,7,244,2011,3,0
150695,16,19,2,244,2011,3,0
150697,16,14,2,244,2011,1,0
150701,16,11,3,244,2011,1,0
150702,16,28,6,244,2011,2,0
150706,16,23,2,244,2011,0,0
150707,16,21,4,244,2011,2,0
150709,16,34,7,244,2011,3,0
150710,16,26,6,244,2011,1,0
150711,16,25,4,244,2011,2,0
150712,16,16,2,244,2011,3,0
150713,16,24,2,244,2011,0,0
150714,16,4,3,244,2011,4,0
150715,16,12,1,244,2011,2,0
150716,16,20,3,244,2011,3,0
150717,16,6,3,244,2011,1,0
150718,16,17,2,244,2011,4,0
150719,16,18,2,244,2011,0,0
150724,17,22,2,244,2011,4,0
150725,17,21,12,244,2011,4,0
150727,17,4,8,244,2011,3,0
150729,17,17,10,244,2011,2,0
150730,17,6,8,244,2011,3,0
150737,17,1,8,244,2011,7,0
150740,17,13,4,244,2011,3,0
150741,17,26,11,244,2011,6,0
150744,17,18,7,244,2011,2,0
150746,17,28,7,244,2011,6,0
150747,17,25,3,244,2011,4,0
150748,17,11,9,244,2011,3,0
150749,17,12,3,244,2011,1,0
150752,17,34,8,244,2011,7,0
150753,17,19,2,244,2011,2,0
150754,17,23,6,244,2011,2,0
150755,17,20,10,244,2011,3,0
150756,17,16,1,244,2011,2,0
150757,17,15,1,244,2011,0,0
150758,17,24,1,244,2011,2,0
150759,17,14,4,244,2011,2,0
150761,18,15,1,244,2011,1,0
150768,18,20,4,244,2011,10,0
150770,18,17,11,244,2011,10,0
150775,18,26,6,244,2011,11,0
150777,18,21,10,244,2011,12,0
150778,18,16,7,244,2011,1,0
150782,18,6,6,244,2011,8,0
150785,18,19,4,244,2011,2,0
150786,18,1,10,244,2011,8,0
150787,18,11,1,244,2011,9,0
150788,18,13,3,244,2011,4,0
150789,18,4,6,244,2011,8,0
150791,18,25,4,244,2011,3,0
150792,18,18,4,244,2011,7,0
150793,18,23,6,244,2011,6,0
150794,18,22,3,244,2011,2,0
150795,18,28,6,244,2011,7,0
150796,18,34,9,244,2011,8,0
150797,18,14,4,244,2011,4,0
150798,18,12,2,244,2011,3,0
150799,19,16,1,244,2011,7,0
150802,19,34,7,244,2011,9,0
150809,19,14,4,244,2011,4,0
150814,19,1,6,244,2011,10,0
150817,19,11,4,244,2011,1,0
150822,19,28,6,244,2011,6,0
150823,19,25,4,244,2011,4,0
150825,19,17,6,244,2011,11,0
150826,19,21,5,244,2011,10,0
150827,19,18,3,244,2011,4,0
150828,19,13,3,244,2011,3,0
150829,19,4,3,244,2011,6,0
150830,19,6,10,244,2011,6,0
150831,19,23,3,244,2011,6,0
150832,19,22,1,244,2011,3,0
150833,19,19,3,244,2011,4,0
150834,19,12,4,244,2011,2,0
150835,19,24,1,244,2011,0,0
150836,19,15,1,244,2011,1,0
150837,19,26,1,244,2011,6,0
150839,20,14,7,244,2011,4,0
150843,20,11,3,244,2011,4,0
150844,20,21,3,244,2011,5,0
150847,20,6,5,244,2011,10,0
150850,20,34,3,244,2011,7,0
150851,20,20,4,244,2011,0,0
150858,20,28,4,244,2011,6,0
150861,20,18,4,244,2011,3,0
150862,20,22,4,244,2011,1,0
150864,20,24,1,244,2011,1,0
150865,20,25,4,244,2011,4,0
150868,20,13,2,244,2011,3,0
150869,20,23,2,244,2011,3,0
150870,20,16,2,244,2011,1,0
150871,20,17,6,244,2011,6,0
150872,20,1,1,244,2011,6,0
150873,20,19,2,244,2011,3,0
150874,20,26,2,244,2011,1,0
150875,21,25,1,244,2011,4,0
150887,21,28,3,244,2011,4,0
150888,21,17,2,244,2011,6,0
150889,21,34,4,244,2011,3,0
150890,21,22,1,244,2011,4,0
150898,21,4,1,244,2011,0,0
150899,21,14,2,244,2011,7,0
150901,21,1,3,244,2011,1,0
150902,21,24,1,244,2011,1,0
150903,21,21,1,244,2011,3,0
150904,21,13,1,244,2011,2,0
150905,21,23,1,244,2011,2,0
150906,21,26,2,244,2011,2,0
150907,21,11,1,244,2011,3,0
150914,22,16,3,244,2011,0,0
150917,22,13,3,244,2011,1,0
150918,22,22,5,244,2011,1,0
150921,22,19,2,244,2011,0,0
150922,22,11,1,244,2011,1,0
150925,22,1,3,244,2011,3,0
150931,22,23,2,244,2011,1,0
150932,22,34,1,244,2011,4,0
150934,22,25,1,244,2011,1,0
150935,22,14,2,244,2011,2,0
150936,22,26,1,244,2011,2,0
150937,22,4,1,244,2011,1,0
150938,22,21,2,244,2011,1,0
150939,22,17,2,244,2011,2,0
150940,22,20,1,244,2011,0,0
150941,22,28,3,244,2011,3,0
150943,22,6,2,244,2011,0,0
150944,23,11,1,244,2011,1,0
150949,23,34,4,244,2011,1,0
150951,23,6,3,244,2011,2,0
150952,23,17,4,244,2011,2,0
150965,23,4,2,244,2011,1,0
150968,23,28,1,244,2011,3,0
150969,23,21,3,244,2011,2,0
150970,23,23,1,244,2011,2,0
150971,23,20,2,244,2011,1,0
150972,23,1,1,244,2011,3,0
150973,0,12,1,245,2011,0,0
150975,0,13,1,245,2011,0,0
150976,0,22,1,245,2011,0,0
150979,0,15,2,245,2011,0,0
150987,0,4,2,245,2011,2,0
150988,0,28,2,245,2011,1,0
150990,0,11,1,245,2011,1,0
150991,0,14,1,245,2011,0,0
150997,0,34,1,245,2011,4,0
150998,0,1,3,245,2011,1,0
151001,0,17,1,245,2011,4,0
151003,1,28,2,245,2011,2,0
151008,1,14,3,245,2011,1,0
151018,1,22,1,245,2011,1,0
151021,2,26,2,245,2011,0,0
151023,2,20,1,245,2011,0,0
151025,2,6,1,245,2011,0,0
151028,2,21,2,245,2011,0,0
151048,5,17,1,245,2011,0,0
151049,5,34,1,245,2011,0,0
151055,5,1,1,245,2011,0,0
151057,5,13,1,245,2011,0,0
151058,6,20,1,245,2011,0,0
151060,6,22,3,245,2011,0,0
151068,6,4,2,245,2011,0,0
151074,6,26,1,245,2011,0,0
151078,6,1,2,245,2011,1,0
151079,6,13,1,245,2011,1,0
151080,6,14,1,245,2011,0,0
151082,6,24,1,245,2011,0,0
151083,6,19,1,245,2011,0,0
151084,6,6,1,245,2011,0,0
151085,6,21,1,245,2011,0,0
151093,7,6,4,245,2011,1,0
151104,7,17,4,245,2011,0,0
151106,7,34,5,245,2011,0,0
151109,7,20,4,245,2011,1,0
151110,7,28,4,245,2011,0,0
151111,7,16,3,245,2011,0,0
151112,7,13,3,245,2011,1,0
151113,7,25,4,245,2011,0,0
151115,7,26,2,245,2011,1,0
151116,7,1,2,245,2011,2,0
151117,7,22,5,245,2011,3,0
151118,7,11,1,245,2011,0,0
151119,7,18,2,245,2011,0,0
151120,7,21,2,245,2011,1,0
151121,7,19,1,245,2011,1,0
151122,7,4,1,245,2011,2,0
151125,8,34,8,245,2011,5,0
151131,8,6,5,245,2011,4,0
151136,8,21,7,245,2011,2,0
151137,8,22,6,245,2011,5,0
151138,8,13,3,245,2011,3,0
151144,8,12,3,245,2011,0,0
151145,8,4,3,245,2011,1,0
151146,8,25,5,245,2011,4,0
151147,8,17,6,245,2011,4,0
151148,8,28,8,245,2011,4,0
151150,8,18,1,245,2011,2,0
151152,8,26,2,245,2011,2,0
151153,8,14,3,245,2011,0,0
151154,8,20,5,245,2011,4,0
151155,8,1,6,245,2011,2,0
151156,8,11,3,245,2011,1,0
151158,8,15,1,245,2011,0,0
151159,8,16,2,245,2011,3,0
151160,8,23,1,245,2011,0,0
151162,9,28,6,245,2011,8,0
151163,9,25,4,245,2011,5,0
151169,9,6,4,245,2011,5,0
151175,9,26,3,245,2011,2,0
151176,9,16,3,245,2011,2,0
151179,9,34,1,245,2011,8,0
151184,9,19,1,245,2011,0,0
151185,9,21,3,245,2011,7,0
151186,9,4,5,245,2011,3,0
151187,9,17,3,245,2011,6,0
151190,9,1,3,245,2011,6,0
151191,9,20,1,245,2011,5,0
151192,9,22,4,245,2011,6,0
151193,9,15,1,245,2011,1,0
151194,9,18,1,245,2011,1,0
151198,10,20,4,245,2011,1,0
151203,10,28,3,245,2011,6,0
151207,10,17,2,245,2011,3,0
151212,10,34,1,245,2011,1,0
151215,10,19,3,245,2011,1,0
151217,10,12,1,245,2011,0,0
151218,10,26,2,245,2011,3,0
151220,10,6,1,245,2011,4,0
151221,10,1,1,245,2011,3,0
151222,10,4,1,245,2011,5,0
151223,10,11,2,245,2011,0,0
151224,10,23,1,245,2011,0,0
151225,10,14,2,245,2011,0,0
151226,10,18,2,245,2011,1,0
151227,10,21,1,245,2011,3,0
151228,10,25,2,245,2011,4,0
151232,11,20,1,245,2011,4,0
151237,11,28,2,245,2011,3,0
151242,11,25,3,245,2011,2,0
151243,11,34,3,245,2011,1,0
151245,11,1,3,245,2011,1,0
151248,11,16,1,245,2011,0,0
151250,11,12,2,245,2011,1,0
151252,11,13,2,245,2011,0,0
151253,11,21,3,245,2011,1,0
151254,11,19,1,245,2011,3,0
151255,11,17,3,245,2011,2,0
151257,11,18,2,245,2011,2,0
151258,11,6,2,245,2011,1,0
151262,11,4,1,245,2011,1,0
151263,11,26,1,245,2011,2,0
151264,11,14,1,245,2011,2,0
151265,11,23,1,245,2011,1,0
151266,12,19,1,245,2011,1,0
151268,12,26,4,245,2011,1,0
151271,12,34,4,245,2011,3,0
151273,12,21,4,245,2011,3,0
151274,12,13,4,245,2011,2,0
151278,12,24,1,245,2011,0,0
151280,12,16,1,245,2011,1,0
151283,12,12,1,245,2011,2,0
151285,12,20,3,245,2011,1,0
151291,12,28,4,245,2011,2,0
151293,12,11,2,245,2011,0,0
151295,12,6,4,245,2011,2,0
151296,12,1,4,245,2011,3,0
151297,12,25,2,245,2011,3,0
151299,12,17,2,245,2011,3,0
151300,12,15,1,245,2011,0,0
151301,12,4,1,245,2011,1,0
151302,12,14,2,245,2011,1,0
151303,12,23,1,245,2011,1,0
151304,12,22,1,245,2011,0,0
151305,13,28,6,245,2011,4,0
151306,13,24,1,245,2011,1,0
151307,13,17,4,245,2011,2,0
151310,13,16,3,245,2011,1,0
151312,13,4,4,245,2011,1,0
151313,13,6,5,245,2011,4,0
151321,13,21,4,245,2011,4,0
151324,13,14,4,245,2011,2,0
151329,13,13,2,245,2011,4,0
151330,13,22,4,245,2011,1,0
151331,13,11,2,245,2011,2,0
151333,13,1,1,245,2011,4,0
151335,13,34,2,245,2011,4,0
151336,13,18,1,245,2011,0,0
151338,13,19,2,245,2011,1,0
151339,13,20,1,245,2011,3,0
151340,13,25,1,245,2011,2,0
151341,13,26,2,245,2011,4,0
151342,13,23,1,245,2011,1,0
151349,14,20,3,245,2011,1,0
151353,14,17,3,245,2011,4,0
151359,14,28,6,245,2011,6,0
151360,14,1,5,245,2011,1,0
151363,14,26,3,245,2011,2,0
151366,14,34,3,245,2011,2,0
151367,14,22,5,245,2011,4,0
151369,14,6,2,245,2011,5,0
151370,14,14,5,245,2011,4,0
151371,14,23,2,245,2011,1,0
151372,14,21,2,245,2011,4,0
151373,14,18,2,245,2011,1,0
151374,14,13,1,245,2011,2,0
151375,14,16,1,245,2011,3,0
151376,14,25,1,245,2011,1,0
151377,14,19,1,245,2011,2,0
151379,15,34,10,245,2011,3,0
151382,15,11,2,245,2011,0,0
151384,15,23,3,245,2011,2,0
151385,15,18,2,245,2011,2,0
151390,15,1,7,245,2011,5,0
151396,15,4,2,245,2011,0,0
151399,15,19,1,245,2011,1,0
151400,15,28,3,245,2011,6,0
151402,15,13,3,245,2011,1,0
151404,15,21,5,245,2011,2,0
151406,15,22,3,245,2011,5,0
151407,15,25,3,245,2011,1,0
151408,15,17,3,245,2011,3,0
151410,15,15,1,245,2011,0,0
151411,15,14,1,245,2011,5,0
151412,15,20,3,245,2011,3,0
151413,15,16,1,245,2011,1,0
151414,15,6,4,245,2011,2,0
151417,16,21,5,245,2011,5,0
151422,16,14,7,245,2011,1,0
151423,16,34,5,245,2011,10,0
151425,16,26,4,245,2011,0,0
151431,16,6,5,245,2011,4,0
151433,16,19,3,245,2011,1,0
151437,16,1,10,245,2011,7,0
151438,16,4,2,245,2011,2,0
151439,16,17,7,245,2011,3,0
151440,16,11,5,245,2011,2,0
151443,16,12,2,245,2011,0,0
151444,16,28,4,245,2011,3,0
151445,16,20,2,245,2011,3,0
151446,16,18,2,245,2011,2,0
151448,16,15,1,245,2011,1,0
151449,16,13,3,245,2011,3,0
151450,16,22,4,245,2011,3,0
151451,16,16,1,245,2011,1,0
151452,16,23,4,245,2011,3,0
151453,16,25,1,245,2011,3,0
151459,17,1,10,245,2011,10,0
151468,17,14,5,245,2011,7,0
151470,17,25,6,245,2011,1,0
151471,17,4,10,245,2011,2,0
151473,17,22,8,245,2011,4,0
151475,17,34,8,245,2011,5,0
151477,17,6,4,245,2011,5,0
151479,17,16,5,245,2011,1,0
151480,17,18,4,245,2011,2,0
151481,17,17,7,245,2011,7,0
151483,17,28,4,245,2011,4,0
151484,17,23,1,245,2011,4,0
151485,17,21,8,245,2011,5,0
151486,17,20,3,245,2011,2,0
151487,17,19,3,245,2011,3,0
151488,17,26,4,245,2011,4,0
151489,17,13,4,245,2011,3,0
151495,18,14,4,245,2011,5,0
151497,18,21,9,245,2011,8,0
151498,18,4,4,245,2011,10,0
151499,18,17,7,245,2011,7,0
151506,18,19,2,245,2011,3,0
151507,18,6,4,245,2011,4,0
151512,18,1,7,245,2011,10,0
151513,18,16,5,245,2011,5,0
151514,18,11,3,245,2011,0,0
151515,18,22,3,245,2011,8,0
151516,18,28,3,245,2011,4,0
151517,18,26,5,245,2011,4,0
151518,18,20,2,245,2011,3,0
151521,18,23,3,245,2011,1,0
151523,18,25,3,245,2011,6,0
151524,18,34,4,245,2011,8,0
151525,18,12,1,245,2011,0,0
151526,18,18,2,245,2011,4,0
151527,18,24,1,245,2011,0,0
151529,19,17,8,245,2011,7,0
151530,19,6,6,245,2011,4,0
151538,19,21,5,245,2011,9,0
151539,19,1,8,245,2011,7,0
151546,19,14,2,245,2011,4,0
151550,19,20,3,245,2011,2,0
151551,19,4,5,245,2011,4,0
151554,19,11,1,245,2011,3,0
151555,19,16,4,245,2011,5,0
151556,19,28,7,245,2011,3,0
151557,19,34,8,245,2011,4,0
151558,19,25,2,245,2011,3,0
151559,19,13,1,245,2011,0,0
151560,19,22,2,245,2011,3,0
151561,19,26,4,245,2011,5,0
151562,19,12,1,245,2011,1,0
151563,19,18,1,245,2011,2,0
151564,19,19,1,245,2011,2,0
151572,20,26,2,245,2011,4,0
151574,20,20,4,245,2011,3,0
151579,20,23,1,245,2011,0,0
151582,20,4,3,245,2011,5,0
151583,20,25,6,245,2011,2,0
151585,20,6,4,245,2011,6,0
151587,20,17,3,245,2011,8,0
151588,20,18,4,245,2011,1,0
151589,20,19,5,245,2011,1,0
151590,20,1,5,245,2011,8,0
151592,20,34,4,245,2011,8,0
151593,20,16,1,245,2011,4,0
151595,20,11,2,245,2011,1,0
151597,20,24,1,245,2011,0,0
151598,20,28,2,245,2011,7,0
151599,20,14,1,245,2011,2,0
151600,20,21,2,245,2011,5,0
151606,21,4,2,245,2011,3,0
151609,21,23,1,245,2011,1,0
151611,21,22,2,245,2011,0,0
151612,21,26,3,245,2011,2,0
151614,21,34,5,245,2011,4,0
151615,21,1,6,245,2011,5,0
151623,21,25,2,245,2011,6,0
151624,21,17,3,245,2011,3,0
151625,21,21,3,245,2011,2,0
151627,21,6,1,245,2011,4,0
151630,21,14,1,245,2011,1,0
151631,21,19,1,245,2011,5,0
151635,22,21,5,245,2011,3,0
151644,22,4,1,245,2011,2,0
151648,22,25,3,245,2011,2,0
151649,22,19,2,245,2011,1,0
151650,22,24,1,245,2011,0,0
151651,22,28,4,245,2011,0,0
151653,22,20,1,245,2011,0,0
151654,22,17,2,245,2011,3,0
151655,22,26,1,245,2011,3,0
151659,22,34,2,245,2011,5,0
151660,22,1,1,245,2011,6,0
151662,22,6,1,245,2011,1,0
151663,23,14,3,245,2011,0,0
151668,23,1,3,245,2011,1,0
151673,23,21,2,245,2011,5,0
151678,23,6,5,245,2011,1,0
151681,23,17,3,245,2011,2,0
151684,23,34,2,245,2011,2,0
151686,23,13,1,245,2011,0,0
151687,23,4,1,245,2011,1,0
151689,23,22,1,245,2011,0,0
151693,0,14,1,246,2011,3,0
151696,0,22,1,246,2011,1,0
151701,0,4,1,246,2011,1,0
151706,0,6,2,246,2011,5,0
151714,0,28,1,246,2011,0,0
151715,0,17,1,246,2011,3,0
151716,0,1,1,246,2011,3,0
151717,0,24,1,246,2011,0,0
151720,1,17,1,246,2011,1,0
151733,1,14,1,246,2011,1,0
151734,1,12,1,246,2011,0,0
151735,1,24,1,246,2011,1,0
151736,1,25,2,246,2011,0,0
151740,1,23,1,246,2011,0,0
151742,1,1,1,246,2011,1,0
151757,2,34,1,246,2011,0,0
151758,2,21,1,246,2011,0,0
151761,2,22,1,246,2011,0,0
151763,2,1,1,246,2011,1,0
151765,2,20,1,246,2011,0,0
151769,3,25,1,246,2011,0,0
151773,3,19,1,246,2011,0,0
151774,3,26,2,246,2011,0,0
151776,3,34,2,246,2011,1,0
151779,3,21,1,246,2011,1,0
151786,3,18,1,246,2011,0,0
151787,4,18,1,246,2011,1,0
151788,4,22,1,246,2011,0,0
151790,4,28,1,246,2011,0,0
151791,4,21,1,246,2011,1,0
151792,4,13,1,246,2011,0,0
151798,5,28,1,246,2011,1,0
151806,6,13,1,246,2011,0,0
151808,6,20,2,246,2011,0,0
151811,6,28,1,246,2011,1,0
151815,6,21,1,246,2011,0,0
151822,7,28,2,246,2011,1,0
151832,7,34,2,246,2011,0,0
151833,7,11,1,246,2011,0,0
151834,7,20,1,246,2011,2,0
151838,7,23,1,246,2011,0,0
151841,7,25,1,246,2011,0,0
151842,8,12,1,246,2011,0,0
151844,8,34,2,246,2011,2,0
151848,8,28,2,246,2011,2,0
151849,8,20,2,246,2011,1,0
151851,8,17,2,246,2011,0,0
151856,8,1,4,246,2011,0,0
151860,8,19,1,246,2011,0,0
151861,8,26,1,246,2011,0,0
151862,8,18,2,246,2011,0,0
151863,8,14,1,246,2011,0,0
151871,8,4,1,246,2011,0,0
151874,9,25,2,246,2011,0,0
151875,9,1,6,246,2011,4,0
151877,9,17,4,246,2011,2,0
151889,9,34,3,246,2011,2,0
151891,9,4,3,246,2011,1,0
151894,9,6,3,246,2011,0,0
151896,9,14,4,246,2011,1,0
151897,9,26,1,246,2011,1,0
151898,9,21,2,246,2011,0,0
151899,9,22,2,246,2011,0,0
151900,9,18,1,246,2011,2,0
151902,9,20,1,246,2011,2,0
151903,9,11,3,246,2011,0,0
151904,9,28,5,246,2011,2,0
151905,9,19,1,246,2011,1,0
151906,9,12,1,246,2011,1,0
151907,9,13,1,246,2011,0,0
151913,10,6,2,246,2011,3,0
151916,10,28,4,246,2011,5,0
151924,10,25,6,246,2011,2,0
151927,10,11,2,246,2011,3,0
151928,10,17,3,246,2011,4,0
151929,10,12,1,246,2011,1,0
151931,10,15,1,246,2011,0,0
151932,10,26,6,246,2011,1,0
151933,10,4,4,246,2011,3,0
151934,10,21,4,246,2011,2,0
151935,10,23,3,246,2011,0,0
151936,10,1,3,246,2011,6,0
151938,10,13,3,246,2011,1,0
151939,10,18,3,246,2011,1,0
151940,10,20,2,246,2011,1,0
151941,10,14,5,246,2011,4,0
151943,10,16,1,246,2011,0,0
151944,11,11,2,246,2011,2,0
151946,11,14,2,246,2011,5,0
151949,11,28,7,246,2011,4,0
151955,11,21,9,246,2011,4,0
151960,11,4,4,246,2011,4,0
151962,11,22,5,246,2011,0,0
151965,11,34,2,246,2011,0,0
151967,11,17,2,246,2011,3,0
151968,11,20,1,246,2011,2,0
151971,11,26,2,246,2011,6,0
151972,11,1,4,246,2011,3,0
151973,11,25,2,246,2011,6,0
151974,11,16,2,246,2011,1,0
151975,11,13,2,246,2011,3,0
151976,11,18,1,246,2011,3,0
151978,11,6,2,246,2011,2,0
151980,12,18,1,246,2011,1,0
151985,12,34,2,246,2011,2,0
151986,12,12,1,246,2011,0,0
151992,12,1,7,246,2011,4,0
151993,12,21,4,246,2011,9,0
151994,12,4,6,246,2011,4,0
151995,12,6,2,246,2011,2,0
151999,12,26,3,246,2011,2,0
152004,12,22,3,246,2011,5,0
152005,12,25,3,246,2011,2,0
152008,12,17,4,246,2011,2,0
152009,12,20,3,246,2011,1,0
152010,12,28,5,246,2011,7,0
152011,12,14,2,246,2011,2,0
152012,12,23,3,246,2011,0,0
152021,13,13,5,246,2011,0,0
152030,13,14,5,246,2011,2,0
152031,13,6,2,246,2011,2,0
152033,13,21,4,246,2011,4,0
152034,13,34,4,246,2011,2,0
152035,13,20,5,246,2011,3,0
152037,13,16,2,246,2011,0,0
152038,13,28,2,246,2011,5,0
152039,13,1,6,246,2011,7,0
152040,13,26,3,246,2011,3,0
152042,13,19,2,246,2011,0,0
152043,13,17,9,246,2011,4,0
152044,13,18,4,246,2011,1,0
152045,13,11,1,246,2011,0,0
152046,13,22,3,246,2011,3,0
152047,13,4,1,246,2011,6,0
152048,13,25,1,246,2011,3,0
152049,13,23,2,246,2011,3,0
152050,13,12,1,246,2011,1,0
152052,14,21,9,246,2011,4,0
152059,14,28,6,246,2011,2,0
152060,14,13,7,246,2011,5,0
152065,14,20,8,246,2011,5,0
152068,14,26,4,246,2011,3,0
152069,14,34,6,246,2011,4,0
